code,name,latitude,longitude,count,hours
MNBL,Bloomington,44.8151,-93.2212,91,156
WVEL,Elkins Area,38.8896,-79.8245,91,33
KSDC,Dodge City,37.7777,-100.01,90,31.5
IADL,Dallas County,41.661,-94.1073,89,27
ONOW,Oshawa,43.9085,-78.8141,89,113.2
WACO,Colville,48.5972,-117.9544,88,59.8
CAHL,Honey Lake,40.3434,-120.4229,88,39
MSBC,Brooklyn-Camp Shelby,31.072,-89.1892,88,35
MDPL,Point Lookout,38.1061,-76.4212,87,33.8
VTBU,Burlington,44.4769,-73.2213,87,126.5
VARC,Rockingham County,38.4318,-79.0394,86,57
UTBC,Bryce Canyon N.P.,37.5698,-112.1699,86,37.3
WINR,New Richmond,45.073,-92.563,86,19.1
COSD,Salida,38.5484,-106.0891,86,49.1
GASI,Sapelo Island,31.45,-81.2333,86,52.1
KYDS,Daviess County South,37.6938,-86.9958,86,35.8
INLM,Lake Monroe,39.0152,-86.3984,86,110.3
KYLB,Land Between the Lakes,36.9367,-88.1683,85,42.2
NCSL,Southern Lake Norman,35.4424,-80.8689,85,99.5
TXOR,Old River,29.8667,-94.7333,85,73
ONOH,Ottawa-Gatineau,45.4247,-75.699700000000007,85,391.7
ORPR,Prineville,44.3668,-120.75,85,64
PAIN,Indiana,40.615,-79.1408,84,109.4
NMLV,Las Vegas,35.595,-105.2152,84,29
MOGR,Grand River,40.0333,-93.9667,84,50
MILL,Lake Leelanau,44.918,-85.7448,84,55.7
MSWC,Washington County (south),33.097,-90.9857,83,30.7
TXLW,Lake Meredith (west),35.5168,-101.7833,83,13
ORUC,Union County,45.25,-117.8833,82,76.5
NCHC,Henderson County,35.343,-82.553,82,55.2
IDJS,Jim Sage Mountains,42.15,-113.4666,82,6.2
IANM,Northeast Madison County,41.3767,-93.9217,82,45
INKC,Knox County,38.6453,-87.4171,81,52
NCBR,Brevard,35.1832,-82.6722,81,55.4
OHHH,Hocking Hills,39.4993,-82.5665,81,75.6
NEHC,Harlan County,40.1111,-99.3205,80,57.2
MTYE,Yellowstone N.P.,45.0253,-110.7007,79,30.2
NMSE,Sevilleta N.W.R.,34.3167,-106.95,78,42.1
INSU,Sullivan County,39.1029,-87.4253,78,33
IAJA,Jamaica,41.789,-94.3375,78,23
OHPO,Portsmouth,38.7798,-83.1086,78,53.5
ONGU,Guelph,43.5239,-80.2163,78,143.8
ONCP,Carleton Place,45.1407,-76.1469,77,86.6
TXLG,Longview,32.3765,-94.7162,77,59.2
ARLO,Lonoke,34.749,-91.8957,76,46.6
BCPD,Peachland,49.7549,-119.7636,75,71.7
INTH,Terre Haute,39.4165,-87.407,75,87
MNAF,Afton,44.901,-92.7666,75,66.3
VAMW,Mount Rogers-White Top Mountain,36.6729,-81.6112,75,26
MASP,Springfield,42.1294,-72.5089,74,94
BCCO,Comox,49.6726,-124.9287,74,97
BCVE,Vernon,50.2686,-119.2769,73,171.6
MEFB,Freeport-Brunswick,43.8229,-70.0268,73,79.5
FLCS,Corkscrew Swamp Sanctuary,26.3666,-81.5217,72,104.3
OHFI,Firelands,41.3348,-82.5577,72,50
WVHC,Hampshire County,39.3365,-78.5035,72,89.3
TNNL,Nickajack Lake,35.0664,-85.5113,71,46
IAWC,Walnut Creek N.W.R.,41.5392,-93.3056,71,31.3
NCDU,Durham,36.0868,-78.8907,71,103.8
IDBF,Bonners Ferry,48.6994,-116.3184,70,41
CAMU,Malibu,34.0822,-118.7045,70,110.8
WIMA,Madison,43.0747,-89.3843,70,349.1
WISV,Spring Valley,44.7867,-92.2672,69,26.1
TXRR,Round Rock,30.4804,-97.6739,69,616.1
TXRR,Round Rock,30.4804,-97.6739,69,616.1
TXRR,Round Rock,30.4804,-97.6739,69,616.1
TXRR,Round Rock,30.4804,-97.6739,69,616.1
TNCS,Crossville,35.8621,-85.0169,69,53
WALP,Leadbetter Point,46.5605,-123.9894,69,50.7
ONAI,Amherst Island,44.0927,-76.6757,69,30.8
ONKT,Kitchener,43.4494,-80.4866,69,93.5
CABA,Bakersfield,35.4311,-118.9173,69,62.3
ARMH,Mountain Home,36.3862,-92.4672,69,31
FLCB,Choctawhatchee Bay,30.4462,-86.5182,69,103
NCIC,Iredell County,35.8967,-80.8997,69,15
NBBO,Bouctouche,46.4874,-64.7779,68,16
GALB,Lake Blackshear,31.9621,-83.8839,68,27.3
ILRT,Rutland,42.102,-88.4121,68,75.5
COJM,John Martin Reservoir,38.058,-103.033,68,54.6
WIHC,Hales Corners,42.9161,-87.9356,68,78.5
ONHH,Halton Hills,43.6274,-79.9222,67,72
TXHO,Houston,29.7497,-94.9492,67,58
BCMA,Greater Masset,54.0464,-132.1903,67,46.5
FLOS,Okaloacoochee Slough-Spirit of the Wild W.M.A.,26.5606,-81.361,67,21.5
CTOX,Oxford,41.4,-73.1411,66,81.3
ARCC,Crooked Creek Valley,36.1715,-93.1425,66,21.5
TXMM,Matagorda County-Mad Island Marsh,28.6926,-95.9975,66,376.3
ONLH,Lanark Highlands,45.0205,-76.4631,66,74.8
ONSR,Saugeen Shores,44.3923,-81.3566,66,57.3
PALC,Lebanon County,40.3801,-76.5344,66,64.3
VALA,Lake Anna,38.085,-77.8139,65,33.5
WINE,Nelson,44.4315,-91.9524,65,49.5
AZTI,Timber Mesa,34.2089,-109.9582,65,10.2
GAPR,Piedmont N.W.R.-Rum Creek W.M.A.,33.0936,-83.747,65,60.5
ILCE,Carlyle Lake,38.7,-89.2667,65,42
KSCH,Cheyenne Bottoms,38.4333,-98.6666,65,30
KSBB,Benedictine Bottoms,39.6092,-95.1342,65,20
NYMS,Minnewaska-Shawangunk,41.6703,-74.2933,65,105.7
MNMI,Minneapolis (north),45.1438,-93.3116,65,71.5
MIEL,East Lansing,42.766,-84.4935,64,103.1
NSCK,Chezzetcook,44.7311,-63.2413,64,29.6
NCPI,Portsmouth Island,35,-76.1167,64,32
IDRE,Rexburg,43.7973,-111.8578,64,25
PAYO,York,39.8073,-76.8825,64,63.7
ORBU,Burns,43.5862,-119.0545,63,48.5
WICF,Chippewa Falls,44.9663,-91.368,63,56.9
ILJO,Joliet,41.5113,-88.1244,63,49
ARHS,Hot Springs Village,34.7167,-92.9667,63,31.5
NSBC,Broad Cove,44.2333,-64.4472,63,53.4
NSGB,Glace Bay,46.1417,-59.95,62,34
NCCB,Central Beaufort County,35.4719,-76.9344,62,25
CORA,Rawhide Energy Station,40.8628,-105.1431,62,19
CODC,Douglas County,39.3717,-104.9622,62,69.7
CALS,Los Baños,37.0612,-120.8849,62,53
INWS,Willow Slough-Iroquois Preserves,40.9819,-87.4894,62,45.3
AKAN,Anchorage,61.1447,-149.864,61,234.3
KYAL,"Ashland, Boyd County",38.467,-82.6999,60,16.5
MNLQ,Lac qui Parle,45.0132,-95.961,60,33.5
NJHR,Hackensack-Ridgewood,40.9351,-74.0292,59,98.4
CAMR,Morro Bay,35.3,-120.7767,59,287
WAPO,Pend Oreille,48.1148,-117.115,59,30
SCNG,North Greenville,35.0097,-82.3458,58,43
ABED,Edmonton,53.4905,-113.5555,58,222.5
INHM,Hanover-Madison,38.7382,-85.4706,58,9.9
NSLO,Louisbourg,45.9167,-59.9333,58,45.7
MEMA,Matinicus,43.8577,-68.8834,58,7.5
LATR,Tensas River N.W.R.,32.2833,-91.3667,58,30.8
LAWL,White Lake,29.8699,-92.424,57,78.4
LADA,D'Arbonne,32.6583,-92.241,57,40
MTST,Stevensville,46.513,-114.0922,57,78.8
KYHC,Hart County,37.2627,-85.8414,57,27
TNFC,Fayette County,35.2,-89.42,57,26
PAGE,Gettysburg,39.8304,-77.3177,57,67
WVCH,Charleston,38.362,-81.7143,57,46.3
PASL,Southern Lancaster County,39.8172,-76.1698,56,129.2
ONRP,Rice Lake Plains,44.1332,-78.0124,56,110.5
ILQU,Quincy,39.9318,-91.3965,56,30
IAKE,Keokuk,40.4726,-91.4581,56,40.5
AKHO,Homer,59.6336,-151.4896,56,72.1
NYEZ,Elizabethtown,44.2151,-73.5951,56,41.4
MNWR,Wild River,45.3932,-92.8157,55,47
CAOC,Orange County (coastal),33.6725,-117.9453,55,328
CAMI,Mineral,40.3478,-121.5961,55,6
COEV,Eagle Valley,39.5846,-106.851,55,25
CTST,Storrs,41.8116,-72.2497,55,64.3
MNFA,Faribault,44.3632,-93.1914,54,50
ONDB,Dunrobin-Breckenridge,45.4222,-76.0203,54,128
OHEL,Elyria-Lorain,41.3842,-82.1897,54,64
PARY,Ryerson,39.8667,-80.4,53,30.1
VACC,Cape Charles,37.1899,-75.941,53,74
MIWM,Western Macomb County,42.7008,-82.9533,53,106
INMT,Muscatatuck N.W.R.,38.9594,-85.7983,53,54.2
KYBR,Barren River Lake,36.933,-86.1705,52,28.7
ILPM,Pere Marquette Park,38.9968,-90.6051,52,29.5
CAPI,Pinnacles N.M.,36.5035,-121.2288,52,94.6
LAFR,Franklin,29.7718,-91.4837,52,39.3
UTDJ,Dinosaur N.M.-Jensen,40.3698,-109.3456,52,22
TXVC,Village Creek Drying Beds,32.7667,-97.1167,52,93.3
ORTB,Tillamook Bay,45.5167,-123.8833,52,62.8
NBGM,Grand Manan Island,44.6833,-66.8,51,43
INPL,Patoka Lake,38.4347,-86.6062,51,48
INOC,Oakland City,38.2899,-87.3454,51,45
ILCY,Cypress Creek,37.319,-89.0213,50,30.2
CTBR,Bristol,41.6718,-72.9495,50,82.3
IABU,Burlington,40.8365,-91.1096,50,61
ARLG,Lake Georgia-Pacific/Felsenthal N.W.R.,33.15,-92.0667,50,17.9
AZPY,Payson,34.35,-111.35,50,40.7
BCTE,Terrace,54.4729,-128.575,50,23
MEOO,Orono-Old Town,44.9052,-68.6839,50,70
NCNR,New River,36.5185,-81.2007,49,31.5
ARPC,Pond Creek N.W.R.,33.9029,-94.2549,49,9.5
CTQV,Quinnipiac Valley,41.4747,-72.7273,49,73.1
ILUC,Union County,37.4676,-89.4048,49,44.5
TXSM,San Marcos,29.9091,-97.9642,49,63.3
VABI,Breaks Interstate Park,37.2513,-82.236,49,35.5
QCHU,Hudson,45.3896,-74.1319,49,106.1
WAOO,Omak-Okanogan,48.3634,-119.578,48,13
ORUT,Utopia,44.4821,-121.1937,48,36
INMC,McCormick's Creek S.P.,39.2863,-86.7268,48,60.6
BCHR,Harrison River,49.3163,-121.8499,48,42.2
MXMC,"Mexico City, Distrito Federal, Mexico",19.2333,-99.1833,48,35
MNMC,Northern Meeker County,45.1673,-94.5026,48,32.8
MNRW,Red Wing,44.489,-92.4503,47,43
LANO,New Orleans,30.0236,-89.9167,47,60
CAKR,Kern River Valley,35.6625,-118.4588,47,92.6
GAAB,Albany,31.4333,-84.4167,47,46
ONFR,Frontenac,44.4849,-76.5521,47,47
ONOO,Orono,43.9794,-78.5433,46,34.3
OHPT,Portage County,41.2617,-81.253,46,50
SDAB,Aberdeen,45.45,-98.5,46,16
SCSR,Savannah River Site,33.2,-81.6167,46,12
IASR,Saylorville Reservoir,41.8038,-93.7562,46,73
KSSM,Southeast Kansas Minedland,37.2333,-94.9667,46,32
BCSC,Sunshine Coast,49.4668,-123.6167,46,60.2
NHLS,Lake Sunapee,43.3803,-72.0498,45,31.5
NHMA,Manchester,42.9707,-71.3073,44,42.7
NCHR,Hanging Rock S.P.,36.3951,-80.2667,44,24
NSHD,Halifax-Dartmouth,44.6096,-63.4947,44,447.2
NSST,St. Peters,45.6333,-60.75,44,31.5
MEEA,Eastport,44.9059,-66.9852,44,27.6
MIDE,Detroit,42.7213,-83.551,44,118
AKSE,Seward,60.1439,-149.4161,44,42.5
KYCC,Calloway County,36.6003,-88.1999,44,41.5
TXPP,Palo Pinto,32.7578,-98.2933,44,8
UTES,Grand Staircase-Escalante N.M.,37.7422,-111.6772,43,30.8
TXPS,Palestine,31.7624,-95.7664,43,9.5
TXCR,Crawford,31.556,-97.3556,43,58.8
CTEW,Edwin Way Teale Trail Wood,41.7966,-71.9274,43,55.5
ALAU,Auburn,32.586,-85.449700000000007,43,38
CASQ,Sequoia,36.5649,-118.7736,42,35
ILSR,Starved Rock S.P.,41.3169,-88.9828,42,45
NYHE,Hamburg-East Aurora,42.7223,-78.7445,42,90.3
OHMI,Millersburg,40.5416,-81.927,42,197
ONRI,Munster-Richmond-Manotick,45.2187,-75.8509,41,15
ONWE,Westport,44.6707,-76.3933,41,35
WACN,Cheney,47.4974,-117.5518,41,71.3
NMCL,Clayton,36.5177,-103.2546,41,28
GASC,St. Catherines Island,31.6351,-81.1226,41,91.7
CACN,Carpinteria,34.4303,-119.4839,41,94.5
ARVC,Village Creek S.P.,35.1612,-90.7084,41,12.3
CATL,Tule Lake,41.9465,-121.539,40,25.7
NYDC,Dutchess County,41.687,-73.7933,40,95.5
NHHN,Hanover-Norwich,43.7167,-72.2333,40,82.5
SDPR,Pine Ridge,43.109,-102.6476,40,16
ORSU,Summer Lake,42.9731,-120.7778,40,50
PAHM,Hamburg,40.5994,-75.9269,40,136.8
WYRT,Riverton,43.0246,-108.3806,40,17
SDBA,Badlands N.P.,43.7491,-101.9417,39,24
CASY,Sierra Valley,39.6834,-120.3664,39,27.5
CAAV,American Valley,39.9362,-120.9481,39,39.8
BCDB,Deep Bay,49.4657,-124.7362,39,141.7
IASP,Green Island - Lost Mound,42.1934,-90.3459,38,49
GAPC,Peachtree City,33.3468,-84.6231,38,56
INPT,Putnam County,39.7076,-86.8341,38,20.8
SCCO,Columbia,33.93,-80.9214,38,27.3
VTRU,Rutland,43.6041,-73.0145,37,78.3
NMHI,Hillsboro,32.8427,-107.6098,37,91.7
NMHI,Hillsboro,32.8427,-107.6098,37,91.7
WITP,Trempealeau,44.0134,-91.4311,37,55
INSM,Spring Mill S.P.,38.7233,-86.417,37,44.8
AZRC,Ramsey Canyon,31.4599,-110.2068,37,136.2
BCSA,Salmon Arm,50.7,-119.2333,37,35.3
BCSM,Smithers,54.778,-127.1758,37,117.2
NMGR,Gila River,32.9152,-108.584,37,32.7
MIBE,Beulah,44.6334,-86.1283,37,58
MEBP,Bath-Phippsburg-Georgetown,43.7803,-69.7443,37,60
MNRO,Rochester,44.0616,-92.4981,37,61
MIRO,Rockwood,42.0684,-83.2499,37,68.5
MTBZ,Bozeman,45.6833,-111.0667,37,113
NYPL,Plattsburgh,44.6496,-73.4737,36,68.8
INJC,Johnson County,39.4103,-86.0668,36,30
ONBE,Beaverton,44.3454,-79.0988,36,37.8
OHMO,Mohican State Forest,40.5818,-82.3042,35,66.8
OHBV,Beaver Valley,39.0592,-82.7973,35,37.5
OHQH,Quail Hollow-Hartville,40.978,-81.2829,35,86.1
SDSP,Spearfish,44.5198,-103.8642,35,48
WIRE,Newburg--Riveredge Nature Center,43.4069,-87.9957,35,129
INSB,South Bend,41.6764,-86.252,35,85.2
CASV,San Fernando Valley,34.2358,-118.5025,35,121.7
NMRO,Roswell,33.4025,-104.4522,35,12
MTRV,Ruby Valley,45.435,-112.194,35,59
NBSJ,Saint John,45.317,-66.1013,34,78
MIWA,Waterloo State Recreation Area,42.3245,-84.2097,34,91.6
MIHU,Hudsonville,42.8924,-86.0608,34,81.6
INTI,Tippecanoe,41.3237,-85.7887,34,41.9
INNL,Northeast LaPorte County,41.6776,-86.6684,34,24.2
OHTR,Tri-Reservoir,41.1026,-81.0459,34,56
OHWO,Wooster,40.7464,-82.0189,33,59.5
WAGH,Grays Harbor,46.9667,-124.05,33,93.5
WIWK,Waukesha,42.974,-88.3553,33,59.1
WYSD,Sundance,44.35,-104.37,33,22
ILPE,Peoria,40.6999,-89.6202,33,54.8
CTWE,Westport,41.164,-73.358,33,89.5
FLCK,Cedar Key,29.1942,-83.0149,33,47.1
CAES,Escondido,33.1025,-116.9403,33,142
CAON,Orange County (northeastern),33.7145,-117.6776,33,262.5
MTHE,Helena,46.6833,-111.9833,33,62.5
MEDI,Deer Isle,44.2292,-68.6767,33,62.3
MIAG,Allegan State Game Area,42.5498,-86.0054,33,49.5
NYHF,Hudson Falls,43.2964,-73.6166,32,38
CALL,Lost Lake-Fresno,36.95,-119.7,32,79.7
WYCR,Crowheart,43.3672,-109.2796,32,24.2
VABH,Buchanan,37.2391,-81.9128,32,16
ONKW,Kawartha,44.5667,-78.7167,32,65
VTSP,Springfield,43.3328,-72.5257,31,60.5
TXLK,Lake Tawakoni,32.7667,-95.9167,31,46
TXBR,Brazoria-Columbia Bottomlands,29.1521,-95.5657,31,154.5
WVPC,Pendleton County,38.6579,-79.3113,31,45.2
MOJS,Johnson’s Shut-ins S.P.,37.5486,-90.8515,31,93.5
MOJS,Johnson’s Shut-ins S.P.,37.5486,-90.8515,31,93.5
WISP,Stevens Point,44.5243,-89.5688,31,51.5
MAAT,Athol,42.5944,-72.2203,31,99
NMSC,Silver City,32.7381,-108.262,30,48.3
COGS,Great Sand Dunes N.P.,37.75,-105.5833,30,21.2
IACR,Cedar Rapids,41.979,-91.6695,30,57.5
ILCI,Chillicothe,40.8966,-89.4966,30,50.4
IDTC,Trapper Creek,42.1667,-113.9831,30,11.5
ILAN,Andalusia,41.3563,-90.7224,30,35.5
WIFS,Friendship,43.9229,-89.8774,30,44.2
WVOH,Oak Hill,38.003,-81.16,30,29
TXSJ,San Jacinto Wilderness,30.1672,-95.0967,30,27.5
OHCH,Chandlersville,39.8502,-81.7999,30,58.3
PACR,Clarion,41.1819,-79.4565,30,69.5
PAGC,Grove City,41.1808,-80.1782,29,48
PANB,New Bloomfield,40.4002,-77.15,29,64.5
PAWI,Williamsport,41.2501,-76.9355,29,65.4
ONSU,Sutton,44.2276,-79.3945,29,49
ONCD,Caledon,43.8667,-80.0333,29,53.3
TXMW,Matador Wildlife Management,34.1178,-100.3446,29,38
FLTH,Tallahassee,30.5291,-84.2364,29,94.3
ABCA,Calgary,51.051,-114.0848,29,220.2
NMFA,Farmington,36.7833,-108.102,29,36.5
NVJA,Jarbidge,41.9599,-115.4142,29,8.2
MIMO,Monroe,41.8731,-83.4425,29,51
NYBL,Bolton Landing,43.5581,-73.6549,28,32
NYWA,Watertown,44.0071,-75.9843,28,29.7
ARMM,Mount Magazine,35.167,-93.6447,28,30
BCVL,Vaseux Lake,49.3092,-119.5909,28,52.2
ILCD,Coles-Cumberland,39.4412,-88.1373,28,57.5
ILWM,Western Mercer County,41.1702,-90.9198,28,41.2
QCSE,St.-Timothee,45.1833,-74.0167,28,6
TXBP,Bolivar Peninsula,29.5504,-94.4668,27,61
VARA,Rappahannock,38.6844,-78.1277,27,11
ONPI,Pickering,43.9021,-79.0972,27,83.7
PABN,Bernville,40.4148,-76.1492,27,91
PACH,Chambersburg,39.9,-77.5834,27,123.9
WISC,Sauk City,43.2668,-89.8501,27,78.6
BCLC,Lake Country,50.0786,-119.3935,27,62.6
ALFM,Fort Morgan,30.2333,-87.9,27,31
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,27,58.3
LAGI,Grand Isle,29.1996,-90.0458,27,35.5
MIAB,Anchor Bay,42.6273,-82.6647,27,88.3
MEMJ,Moose Island-Jonesport,44.5377,-67.6491,26,40.2
MIGR,Grand Rapids,43.0005,-85.472,26,68.5
MSML,Moon Lake (Lula),34.4937,-90.4931,26,8.5
MNWI,Winona,44.0368,-91.6506,26,32.7
NYSK,Skaneateles,42.9488,-76.4124,26,59
NYGE,Geneva,42.8667,-76.9833,26,69
NHCF,AMC Crawford Notch,44.2201,-71.4117,26,66
AKCK,Craig-Klawock,55.55,-133.05,26,16.5
CASU,San Juan Capistrano,33.5096,-117.6078,26,138
CASD,San Diego,32.6473,-117.117,26,265.6
IADA,Davenport,41.5522,-90.5132,26,69
OHIL,Indian Lake,40.4833,-83.9167,26,28.2
WACL,Chelan,47.8335,-120.0833,26,51.3
TXHU,Huntsville,30.7156,-95.552,26,58.7
TXFR,Freeport,29.0172,-95.3551,25,203.4
QCNR,New-Richmond,48.2003,-65.7832,25,9.9
OKHR,Hulah Reservoir,36.9289,-96.0873,25,31
ONPA,Pakenham-Arnprior,45.3338,-76.3334,25,29
ONNI,Nipigon-Red Rock,48.9504,-88.3,25,57.5
WVAP,Athens-Princeton Area,37.4076,-81.0106,25,26
INGB,Gnaw Bone,39.193600000000004,-86.1483,25,30.6
INGR,Greenfield,39.7937,-85.7725,25,16.1
NCHP,Highlands Plateau,35.0526,-83.1971,25,25.5
NCGM,Grandfather Mountain,36.1887,-81.7531,25,30
GABR,Blue Ridge,34.8747,-84.3394,24,29
ABMH,Medicine Hat,50.0177,-110.6845,24,92.5
BCPL,Port Clements,53.6346,-132.2129,24,13.5
CTNO,Norwich,41.5468,-72.0714,24,96.4
CTNO,Norwich,41.5468,-72.0714,24,96.4
ONDE,Delta,44.591,-76.0986,24,21.3
SDBR,Brookings,44.25,-96.8833,24,46
ORJD,John Day,44.4161,-118.9527,23,29.5
WILC,La Crosse,43.8155,-91.2486,23,142.8
KSCI,Cimarron National Grassland,37.1104,-101.8537,23,17
MNDL,Detroit Lakes,46.8362,-95.867,23,34.3
MTBW,Bowdoin N.W.R.,48.3926,-107.7287,22,15.8
NDJA,Jamestown,46.899,-98.7502,22,47
NDFM,Fargo-Moorhead,46.934,-96.8329,22,72.5
NYOO,Oak Orchard Swamp,43.1305,-78.3905,22,83
NYIT,Ithaca,42.4532,-76.4293,22,294.1
OHBC,Beaver Creek,40.7106,-80.666,22,61.5
NSPI,Pictou Harbour,45.6834,-62.6167,22,56.3
INTC,"Tri-County, Rochester",41.1205,-86.1226,22,11.2
INPI,Pike County,38.4835,-87.2215,22,25
BCKA,Kamloops,50.6694,-120.398,22,104
BCNS,Nelson,49.493,-117.295,22,57.4
ONMA,Marathon,48.7077,-86.2891,22,37
SCSC,Sun City-Okatie,32.3512,-80.9232,22,114.8
QCMI,Mirabel,45.6026,-74.2348,22,71.6
SCLS,Lower Saluda,34.0346,-81.1712,22,46
WACH,Chewelah,48.2833,-117.7167,22,32.5
TXWR,White River,33.482,-101.1082,21,37
PATA,Tamaqua,40.8167,-75.9381,21,65.1
WIWI,Willard,44.7127,-90.699700000000007,21,37
WIAS,Ashland,46.5829,-90.9064,21,35
WYCO,Cody,44.4829,-109.0565,21,28
AZSC,Santa Catalina Mountains,32.3353,-110.7295,21,174.4
CAPP,Palos Verdes Peninsula,33.7732,-118.3343,21,147.4
INTO,Topeka,41.5394,-85.5394,21,54.7
IAMU,Muscatine,41.4274,-91.0107,21,38
CTSR,Salmon River,41.5533,-72.4485,21,84
NBDA,Dalhousie,47.983,-66.4059,21,14.5
MTFP,Fort Peck,48.0094,-106.4486,21,32
MIMI,Midland,43.5667,-84.25,21,55
LACR,Creole,29.8159,-93.1113,21,65.4
MESP,Schoodic Point,44.4278,-68.1076,20,57.1
MELA,Lewiston-Auburn,44.1051,-70.2035,20,45.5
MTNI,Ninepipe N.W.R.,47.4281,-114.1182,20,47.8
GACH,Chattahoochee National Forest Songbird M.A.,34.8775,-84.6474,20,43.3
INPK,Pokagon,41.6344,-84.9701,20,34.3
ILFG,Forest Glen Preserve,40,-87.6667,20,32
COPS,Pagosa Springs,37.2403,-107.0257,20,53
BCPA,Port Alberni,49.2573,-124.814,20,38.4
ARWR,White River N.W.R.,34.3146,-91.121,20,27
WYBH,Bates Hole,42.5833,-106.5,20,30
WILU,Luck,45.4689,-92.5295,20,34.6
PABL,Bloomsburg,41.0629,-76.546,20,95
ONSG,Sturgeon Lake,44.3293,-78.7229,19,26
WALW,Leavenworth,47.5678,-120.605,19,61.5
SDHU,Huron,44.3561,-98.2142,19,48.8
TXGF,Guadalupe River Delta-McFaddin Family Ranches,28.533,-96.8635,19,202.3
AZPR,Prescott,34.5419,-112.4701,19,148
CALB,Long Beach-el Dorado,33.8533,-118.0908,19,120.8
NBQH,Quispamsis-Hampton,45.4795,-65.9189,19,133
MNGF,Granite Falls,44.8182,-95.4431,19,24
MTKA,Kalispell,48.2404,-114.3305,19,127
MNBP,Bluestem Prairie - Buffalo River S.P.,46.8188,-96.3664,18,24
MATI,Tuckernuck Islands,41.2726,-70.3495,18,24.5
NBSS,St. Stephen,45.2004,-67.3668,18,21
AZFL,Flagstaff-Mt. Elden,35.241,-111.5976,18,27
ILBL,Baldwin Lake-Kaskaskia River Valley,38.2858,-89.8397,18,20.5
KYBC,Ballard County,37.1228,-88.9518,18,26.5
IAAM,Ames,42.0077,-93.5711,18,103.5
WANB,Neah Bay,48.3558,-124.5998,18,44.2
UTKA,Kanab,37.0334,-112.5167,18,250
UTZI,Zion N.P.,37.2093,-112.9804,18,89.5
ORMD,Madras,44.7278,-121.1331,18,41.6
OROA,Oakridge,43.7333,-122.45,17,37.5
ORTV,Tygh Valley,45.2525,-121.1746,17,53.1
ONSF,Stratford,43.3164,-80.9844,17,53.3
ONPE,Prince Edward Point,44.0031,-76.9621,17,24.5
ONME,Meaford,44.5346,-80.5714,17,47
OHTI,Tiffin,41.1098,-83.1311,17,33
UTAI,Antelope Island,41.0047,-112.1611,17,11.5
TXWK,West Kerr County,30.0893,-99.4328,17,60
VTBA,Barnet,44.3259,-72.001,17,47.8
IDSA,Salmon,45.1776,-113.8953,17,41.7
NCMJ,Mount Jefferson,36.4668,-81.45,17,18.1
NYSU,Southern Orange County,41.3022,-74.3415,17,36.9
NYCP,Canton-Potsdam,44.6556,-75.1055,17,46.8
NVWI,Winnemucca,40.8721,-117.7606,17,18.5
KYLD,London,37.1354,-84.0942,17,12
MEPD,Pemaquid-Damariscotta,43.9332,-69.4666,17,44
MIHL,Hayward Lakes,45.3833,-87.5,17,24.8
MOBO,Big Oak Tree S.P.,36.6667,-89.2667,17,22.8
MNWB,Wabasha,44.2653,-92.0398,17,28.6
MSSL,Sardis Lake,34.4369,-89.701,16,31.3
NSSH,Sheet Harbour,44.8699,-62.5753,16,42.5
IAIC,Iowa City,41.7522,-91.6076,16,66.3
IARR,Red Rock Lake,41.3866,-93.0242,16,41.9
IDCA,Cascade,44.5159,-116.0418,16,24.5
GACO,Columbus,32.5861,-85.0004,16,51
FLSP,St. Petersburg,27.7991,-82.6794,16,78
ARMR,Mississippi River S.P.,34.6529,-90.6994,16,29
BCCR,Campbell River,49.9666,-125.2088,16,30
CALN,Lancaster,34.7043,-118.086,16,55.7
CAMH,Mount Hamilton,37.3719,-121.5228,16,71
UTTR,Torrey,38.2989,-111.3744,16,30
OHYO,Youngstown,41.0467,-80.6983,16,25.5
PAPL,Pleasantville,41.5347,-79.5638,16,44
